taxonomy_id	name	rank	USA.74b_ERR1713399_db6.diamond	USA.74a_ERR1713398_db6.diamond	USA.74d_ERR1713401_db6.diamond	USA.74c_ERR1713400_db6.diamond	USA.74_ERR1713397_db6.diamond
3450717	Microbacterium sp. A94	species	0	0	1	0	1
2100821	Lacticaseibacillus chiayiensis	species	0	0	2	0	0
3346241	Streptomyces sp. NPDC057757	species	0	0	1	0	0
88074	Kitasatospora cineracea	species	0	0	3	1	6
93975	Bacteroides sp. AR29	species	0	0	6	1	2
2499078	Vibrio ouci	species	0	0	1	0	2
3416742	Phocoenobacter atlanticus	species	0	0	6	1	0
3457320	Microbacterium sp. A196	species	0	0	1	0	0
3041164	Citrobacter sp. T1.2D-1	species	0	0	1	0	9
2736665	Herbaspirillum sp. C7C8	species	0	0	4	0	0
2789285	Amycolatopsis sp. lyj-90	species	0	0	1	0	0
3068305	Lacticaseibacillus parahuelsenbergensis	species	0	0	2	0	0
2990496	Aeromonas sp. QDB58	species	0	0	1	0	0
3081257	Leclercia sp. AS011	species	0	0	1	1	3
2609289	Actinomyces sp. zg296	species	0	0	1	0	0
3438768	Collinsella sp. LCP19S3_H3	species	0	0	6	4	4
3157202	Streptomyces sp. NPDC046685	species	0	0	2	0	1
2806552	Bulleidia sp. zg-1006	species	0	0	3	3	20
3056555	Pseudoalteromonas sp. MTN2-4	species	0	0	1	0	0
2292282	Bacteroides sp. OM05-10AA	species	0	0	1	0	0
1310689	Acinetobacter sp. 1578804	species	0	0	1	0	1
2584584	Akkermansia sp. BIOML-A28	species	0	0	2	0	0
2843610	Pseudomonas bananamidigenes	species	0	0	1	0	0
3117028	Bradyrhizobium sp. AZCC 1719	species	0	0	1	1	16
3044234	Pantoea sp. V106_11	species	0	0	2	0	2
1739371	Streptococcus sp. HMSC064H09	species	0	0	4	0	1
3436782	Neisseria sp. P0017.S006	species	0	0	4	21	4
1427391	Saccharothrix sp. ST-888	species	0	0	1	0	6
2025606	Synechococcus sp. 8F6	species	0	0	3	0	0
3046701	Halomonas sp. MMSF_3323	species	0	0	1	0	3
1798205	Cohaesibacter sp. ES.047	species	0	0	2	5	6
43664	Paenarthrobacter histidinolovorans	species	0	0	4	0	0
2975987	Micromonospora sp. NBC_01796	species	0	0	1	0	1
1157638	Streptomyces sp. PsTaAH-124	species	0	0	1	0	0
2892446	Rheinheimera sp. UJ51	species	0	0	5	3	0
2921383	Paenibacillus sp. FSL H8-0283	species	0	0	1	0	0
2912812	Shewanella sp. SM95	species	0	0	1	0	0
2804652	Pararhizobium sp. DWP1-1-3	species	0	0	2	1	0
1581059	Hafnia sp. HMSC23F03	species	0	0	2	2	0
2804917	Corynebacterium pseudokroppenstedtii	species	0	0	1	1	0
2292320	Collinsella sp. AM41-2BH	species	0	0	5	1	0
3028807	Pseudomonas sp. AA-38	species	0	0	2	1	2
2925678	Xaviernesmea	genus	0	0	1	0	7
3420745	Bradyrhizobium sp. HKCCYLRH3059	species	0	0	1	0	6
3134662	Peptoniphilus sp. HCN-40583	species	0	0	3	5	6
2563955	Mesorhizobium sp. M4B.F.Ca.ET.214.01.1.1	species	0	0	1	0	0
3233036	Cupriavidus sp. KB_39	species	0	0	1	3	1
3053355	Streptococcus raffinosi	species	0	0	3	0	0
3022127	Lancefieldella sp. Marseille-Q7238	species	0	0	2	0	1
1629550	Paraclostridium benzoelyticum	species	0	0	4	0	3
2836181	Acinetobacter sp. BHS4	species	0	0	4	0	0
202260	Virgibacillus sediminis	species	0	0	3	1	1
1591170	Xanthomonas sp. SHU 166	species	0	0	2	0	1
887061	Methylovorus sp. MP688	species	0	0	2	0	2
3112843	Pseudocitrobacter cyperus	species	0	0	2	1	1
2949657	Parabacteroides sp. B2-S-102	species	0	0	1	3	0
3445259	Bacillus cereus group sp. Bce002	species	0	0	1	0	0
2601067	Acinetobacter sp. YH12071	species	0	0	4	1	2
1580486	Pseudomonas sp. DP-17	species	0	0	2	0	4
2775882	uncultured Lacticaseibacillus sp.	species	0	0	5	0	3
2572683	Moorella sp. E306M	species	0	0	12	6	7
3019890	Microbacterium sp. nov. GSS16	species	0	0	2	2	2
659013	Castellaniella daejeonensis	species	0	0	12	12	13
47866	Micromonospora inyonensis	species	0	0	3	0	0
1736472	Massilia sp. Root1485	species	0	0	2	0	0
3035146	Ralstonia sp. GP101	species	0	0	5	9	6
2059268	Paenibacillus sp. GM2FR	species	0	0	1	3	1
3127118	Roseovarius sp. E0-M6	species	0	0	2	0	5
2601119	Acinetobacter sp. YH12135	species	0	0	2	15	1
1698	Brevibacterium epidermidis	species	0	0	3	2	4
2619637	unclassified Finegoldia	no rank	0	0	1	1	0
2818019	Gilliamella sp. B2824	species	0	0	1	0	0
3115424	Klebsiella sp. EMBS2024	species	0	0	1	0	2
1658	Actinomyces bovis	species	0	0	2	1	5
3364456	Pseudomonas sp. NPDC088444	species	0	0	2	0	0
2601048	Acinetobacter sp. YH12040	species	0	0	2	0	2
2636157	unclassified Gemmobacter	no rank	0	0	1	0	0
3276280	Chryseobacterium sp. sg2396	species	0	0	1	0	2
2895495	Pseudomonas sp. B21-056	species	0	0	1	0	1
169765	Mycobacterium lacus	species	0	0	3	0	4
2382160	Pyramidobacter sp. CG50-2	species	0	0	2	0	0
2048258	Sporosarcina sp. P19	species	0	0	1	0	1
1736442	Phenylobacterium sp. Root1277	species	0	0	1	0	0
3155040	Nocardia sp. NPDC050435	species	0	0	5	14	4
1646340	Kosakonia pseudosacchari	species	0	0	8	0	0
73913	Methanocaldococcus vulcanius	species	0	0	1	0	1
3391057	Neisseria sp. LACPHL-SPEC-2024-00856	species	0	0	2	0	0
2641972	unclassified Paraeggerthella	no rank	0	0	6	12	5
1903258	Companilactobacillus musae	species	0	0	1	1	3
3004099	Janthinobacterium sp. SUN120	species	0	0	4	0	1
3051386	Streptomyces sp. DG2A-72	species	0	0	1	0	0
1941346	Pseudomonas sp. VI4.1	species	0	0	1	11	1
415721	Streptomyces synnematoformans	species	0	0	1	0	2
2911539	Luteibacter aegosomatissinici	species	0	0	4	6	2
1147159	Ornithinibacillus scapharcae	species	0	0	1	1	8
3159596	Salmonella sp. ZJHZ20_0179	species	0	0	6	0	0
2975408	Stenotrophomonas sp. GD03937	species	0	0	4	4	11
3444183	Streptosporangium sp. OZ121	species	0	0	1	0	2
2951081	Natrinema sp. 1APR25-10V2	species	0	0	1	0	3
3445264	Bacillus cereus group sp. BC9	species	0	0	1	1	0
1581106	Serratia sp. HMSC15F11	species	0	0	1	0	1
2793009	Nonlabens sp. SCSIO 43208	species	0	0	2	0	3
3233078	Pseudarthrobacter sp. YAF2	species	0	0	1	0	2
42197	Actinosynnema pretiosum	species	0	0	1	0	2
89584	Gluconacetobacter liquefaciens	species	0	0	5	0	2
3018124	Bacillus cereus group sp. Bc011	species	0	0	2	7	1
2921766	Caballeronia sp. ATUFL_F1_KS39	species	0	0	1	1	4
457387	Bacteroides sp. 1_1_30	species	0	0	7	2	7
1232683	Marinobacterium lacunae	species	0	0	2	2	5
2709400	Streptococcus tangpeifui	species	0	0	15	2	2
2710601	Streptococcus sp. IMAU 99161	species	0	0	4	3	1
1969174	Veillonella sp. LMAG:90	species	0	0	1	0	1
741833	Veillonella sp. VA141	species	0	0	1	4	1
2952822	Arthrobacter sp. B2a2-09	species	0	0	1	0	2
2962032	Pseudomonas sp. SBB6	species	0	0	1	0	0
392827	Halalkalibacillus halophilus	species	0	0	3	3	1
233067	Rhodococcus sp. B264-1	species	0	0	1	0	0
2144174	Nocardia aurea	species	0	0	1	0	6
3364861	Streptomyces sp. NPDC013157	species	0	0	1	2	0
3346071	Streptomyces sp. NPDC057257	species	0	0	1	0	0
2488750	Methylobacterium segetis	species	0	0	2	0	2
2897324	Cupriavidus sp. Agwp_2	species	0	0	1	0	1
28442	Haloarcula vallismortis	species	0	0	1	0	0
298908	Pseudomonas segetis	species	0	0	4	3	6
2576425	Citrobacter sp. wls711	species	0	0	6	0	0
1903186	Brachybacterium sp. P6-10-X1	species	0	0	3	0	7
3436672	Neisseria sp. P0004.S008	species	0	0	5	62	3
3038560	Caballeronia sp. LZ008	species	0	0	1	0	0
3071467	Stenotrophomonas maltophilia group sp. RNC7	species	0	0	3	3	1
2779362	Mesoflavibacter sp. SCSIO 43206	species	0	0	1	2	3
178001	Leuconostoc inhae	species	0	0	5	1	1
135517	Geobacillus vulcani	species	0	0	1	0	6
2048253	Sporosarcina sp. P26b	species	0	0	1	0	0
1765960	Streptococcus penaeicida	species	0	0	4	0	2
1946732	Lactococcus sp. UBA7065	species	0	0	1	0	0
3076173	Macrococcoides	genus	0	0	7	3	5
2054603	Klebsiella sp. E-Nf3	species	0	0	4	0	0
55148	Deinococcus proteolyticus	species	0	0	2	2	1
2559923	Secundilactobacillus hailunensis	species	0	0	11	1	2
1522368	Modestobacter caceresii	species	0	0	2	0	3
3278708	Mannheimia sp. E30BD	species	0	0	2	9	2
1679168	Bacillus sp. FJAT-27231	species	0	0	2	3	1
1912858	Erwinia sp. OLFS4	species	0	0	2	0	0
578214	Halobacillus hunanensis	species	0	0	2	2	1
3040306	Pseudomonas sp. CFBP2511	species	0	0	1	0	0
3397165	Enterobacter cloacae complex sp.6730869	species	0	0	42	4	1
3079206	Klebsiella sp. 113667	species	0	0	11	0	0
2921759	Caballeronia sp. GAFFF3	species	0	0	2	2	3
3120697	Fictibacillaceae	family	0	0	2	0	0
2767448	Pseudomonas sp. S32	species	0	0	1	0	0
2508707	Sulfurimonas indica	species	0	0	1	1	1
227924	Oceanithermus desulfurans	species	0	0	1	0	1
194195	Alysiella	genus	0	0	2	69	2
2878389	Fictibacillus marinisediminis	species	0	0	1	1	1
1949080	Salinicola sp. CPA57	species	0	0	1	0	1
1898429	Lelliottia sp.	species	0	0	9	2	0
3093667	Nodularia chucula	species	0	0	3	0	0
2811779	Peptoniphilus rachelemmaiella	species	0	0	3	1	2
2795740	Alishewanella maricola	species	0	0	2	1	0
3014751	Paraburkholderia largidicola	species	0	0	3	8	2
2135656	Sphingomonas sp. PP-CC-3G-468	species	0	0	3	0	1
2093896	Escherichia sp. MOD1-EC6163	species	0	0	21	0	0
2745873	Deinococcus sp. 6GRE01	species	0	0	1	0	4
2927839	Klebsiella sp. K6-243	species	0	0	9	0	0
3042158	Bradyrhizobium sp. Mp64	species	0	0	1	0	0
2795385	Ensifer sp. SSB1	species	0	0	5	4	5
2665487	Stenotrophomonas sp. PA-6-5C	species	0	0	1	1	5
33960	Secundilactobacillus collinoides	species	0	0	13	3	34
1581136	Lactobacillus sp. HMSC08B12	species	0	0	3	0	6
3391177	Halobacteriovorax sp. YZS-1-2	species	0	0	1	0	0
2854796	Rhodococcus sp. 11-3	species	0	0	1	0	0
2992120	Paenibacillus sp. LS1	species	0	0	1	0	0
2822351	Pedobacter sp. Bi27	species	0	0	2	0	2
1946447	Empedobacter sp. UBA6745	species	0	0	1	0	2
2929475	Curtobacterium sp. VKM Ac-2922	species	0	0	1	0	1
1458845	Paenibacillus sp. E194	species	0	0	2	0	0
82987	Tatumella ptyseos	species	0	0	1	1	1
1947693	Thioclava sp. UBA3469	species	0	0	1	0	0
2736604	Schaalia sp. Marseille-Q2122	species	0	0	2	4	8
159270	uncultured Kingella sp.	species	0	0	5	9	0
1659309	uncultured Lentibacter sp.	species	0	0	6	1	2
2563958	Mesorhizobium sp. M8A.F.Ca.ET.142.01.1.1	species	0	0	2	0	1
3364393	Peribacillus sp. NPDC096379	species	0	0	1	0	0
1774958	Rheinheimera marina	species	0	0	3	0	1
3365809	Streptomyces sp. NPDC087850	species	0	0	3	0	3
3390191	Pseudomonas sp. S1(2024)	species	0	0	2	1	1
3158367	Variovorax sp. 160MFSha2.1	species	0	0	4	0	4
2997421	Ralstonia sp. 1B3	species	0	0	1	0	0
2292221	Collinsella sp. AF20-14LB	species	0	0	9	2	4
2940297	Fructilactobacillus carniphilus	species	0	0	4	0	0
3153381	Klebsiella sp. JB_Kp029	species	0	0	7	2	0
215813	Dinoroseobacter shibae	species	0	0	1	0	2
2697657	Micromonospora rubida	species	0	0	2	1	2
2218628	Photorhabdus laumondii	species	0	0	3	1	1
2822846	Pseudoalteromonas sp. SCSIO 43088	species	0	0	2	0	4
1267156	Loigolactobacillus iwatensis	species	0	0	6	0	0
1870820	Paenibacillus ihbetae	species	0	0	4	0	4
1951	Streptomyces purpureus	species	0	0	1	0	2
3438762	Collinsella sp. LCP19S3_D3	species	0	0	7	1	0
1076550	Pantoea rwandensis	species	0	0	3	0	0
292806	Ureibacillus massiliensis	species	0	0	2	1	3
404875	Pararhodobacter aggregans	species	0	0	4	2	4
2478916	Methylorubrum sp. DB1722	species	0	0	1	0	0
2292014	Collinsella sp. AF37-9	species	0	0	5	0	3
33920	Saccharothrix longispora	species	0	0	2	0	1
2979462	Leisingera sp. SS27	species	0	0	1	5	3
1981502	Janthinobacterium sp. GW460W	species	0	0	1	0	0
3449832	Kushneria sp. TE3	species	0	0	1	1	0
1070870	Geodermatophilus nigrescens	species	0	0	1	0	6
1739479	Actinomyces sp. HMSC065F12	species	0	0	5	5	8
2571156	Leuconostoc sp. LN180020	species	0	0	2	0	1
1736545	Rhizobium sp. Root483D2	species	0	0	2	1	2
2559075	Pseudomonas sp. RIT623	species	0	0	3	0	0
1946735	Lactococcus sp. UBA7220	species	0	0	2	0	1
1898731	Curtobacterium sp. MCBA15_001	species	0	0	3	0	3
2689103	Polynucleobacter sp. AM-26B4	species	0	0	1	0	3
907723	Ureaplasma zalophigenitalium	species	0	0	2	0	5
2983409	Pseudomonas sp. Z13	species	0	0	1	0	0
2940516	Moraxella oculi	species	0	0	7	82	20
3397496	Serratia sp. T13T92	species	0	0	3	7	0
3398462	Stenotrophomonas sp. AR026	species	0	0	1	2	0
2775282	Sphingomonas sp. CFBP 8760	species	0	0	4	0	2
1262693	Alistipes sp. CAG:268	species	0	0	7	0	1
2627083	unclassified Arsenophonus	no rank	0	0	1	0	1
3079217	Klebsiella sp. 119743	species	0	0	10	3	0
2975321	Paenibacillus sp. FSL R5-0527	species	0	0	1	1	1
2817842	Sphingomonas sp. BE123	species	0	0	3	1	1
462198	uncultured Oribacterium sp.	species	0	0	2	0	1
2954696	Cytobacillus sp. FSL R5-0596	species	0	0	2	0	7
2510950	Exiguobacterium sp. SH0S2	species	0	0	4	0	0
2576417	Citrobacter sp. wls757	species	0	0	5	5	0
2779506	Kingella pumchi	species	0	0	5	20	4
3039160	Rhizobium sp. CC1099	species	0	0	7	2	1
2057804	Klebsiella sp. X1-16S-Nf21	species	0	0	7	2	1
2819112	Arthrobacter sp. ISL-65	species	0	0	2	1	4
96241	Bacillus spizizenii	species	0	0	2	0	1
2820001	Agrobacterium sp. S2/73	species	0	0	1	0	1
3122965	Bacillus sp. JJ1773	species	0	0	1	0	0
2940528	Fusobacterium sp. PH5-7	species	0	0	2	4	3
2982532	Paenarthrobacter sp. PAE-2	species	0	0	3	0	1
3049065	Arthrobacter sp. zg-Y1143	species	0	0	1	0	0
1990	Actinomadura atramentaria	species	0	0	4	0	10
1758731	Pseudomonas sp. BIOMIG1BD	species	0	0	3	0	0
2813571	Pseudomonas sp. 100_A	species	0	0	11	14	3
2841568	Zobellia sp. B3R18	species	0	0	2	0	0
1529006	Mesorhizobium sp. 1M-11	species	0	0	3	0	4
566293	Aliivibrio sifiae	species	0	0	12	2	4
3457428	Nonomuraea sp. KM90	species	0	0	1	2	2
1663558	Stenotrophomonas sp. MB339	species	0	0	6	2	2
3365777	Streptomyces sp. NPDC087294	species	0	0	2	0	0
1928657	Tatumella sp. OPLPL6	species	0	0	1	1	1
3414026	Microbacterium sp. HMH0099	species	0	0	1	0	1
3041427	Haemophilus sp. SZY H51	species	0	0	2	0	0
2026248	Bacillus sp. 1s-1	species	0	0	1	0	0
3346458	Pseudarthrobacter sp. NPDC058362	species	0	0	1	0	0
3436931	Robertmurraya sp. P23	species	0	0	1	1	2
1798223	Leifsonia sp. 21MFCrub1.1	species	0	0	3	0	0
2823739	Synechococcus sp. L2F	species	0	0	1	0	0
2983286	Streptococcus sp. 2022WUSS037	species	0	0	1	0	0
3243510	Bartonella sp. CB12SXKL	species	0	0	3	0	4
2285	Sulfolobus acidocaldarius	species	0	0	1	0	1
2815322	Candidatus Enterococcus myersii	species	0	0	2	5	1
2605429	Lolliginicoccus suaedae	species	0	0	1	0	1
1266772	Streptomyces sasae	species	0	0	2	0	0
1946952	Microbacterium sp. UBA6741	species	0	0	1	0	0
670482	Fontibacillus panacisegetis	species	0	0	1	1	4
1542965	Burkholderia sp. MSHR3999	species	0	0	1	0	0
3438898	Bariatricus sp. HCP28S3_C2	species	0	0	1	0	0
1380763	Paenibacillus darwinianus	species	0	0	1	0	0
2730360	Halomonas sp. PGE1	species	0	0	4	1	9
418854	Filomicrobium insigne	species	0	0	2	0	27
3345915	Streptomyces sp. NPDC056697	species	0	0	1	0	0
2934675	Dietzia sp. NCCP-2495	species	0	0	5	7	2
248551	Nocardia testacea	species	0	0	1	2	5
3445256	Bacillus cereus group sp. Bce005	species	0	0	8	1	2
431675	Pseudidiomarina sediminum	species	0	0	1	1	3
293424	uncultured Gardnerella sp.	species	0	0	2	6	2
2871174	Stenotrophomonas sp. DR822	species	0	0	1	0	1
3383677	Serratia sp. CY74737	species	0	0	2	0	0
1505725	Weissella bombi	species	0	0	2	0	1
2016373	Thermococcus camini	species	0	0	1	0	1
2975280	Afifella sp. JA880	species	0	0	1	0	0
2957502	Stenotrophomonas sp. RG-453	species	0	0	3	2	4
2793823	Bradyrhizobium sp. BRP19	species	0	0	1	0	0
2697027	Sodalis ligni	species	0	0	3	2	2
2769272	Pseudomonas sp. PDM19	species	0	0	1	3	0
2692316	Rhizobium sp. WYCCWR 11152	species	0	0	1	0	1
1881034	Paenibacillus sp. OK060	species	0	0	3	0	0
2813727	Arthrobacter polaris	species	0	0	1	0	1
1177213	Candidatus Vallotiella hemipterorum	species	0	0	1	0	0
2782569	Exiguobacterium sp. KJ 601	species	0	0	1	0	0
993692	Companilactobacillus kimchiensis	species	0	0	6	5	4
2907202	Jiella avicenniae	species	0	0	4	1	12
38284	Corynebacterium accolens	species	0	0	3	3	1
2817733	Microbacterium sp. 1154	species	0	0	2	0	0
2493681	Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1	species	0	0	1	1	2
3413133	Pasteurella sp. PK-2025	species	0	0	1	5	2
3404125	Micromonospora sp. WMMA1923	species	0	0	1	0	2
3004138	Modestobacter sp. VKM Ac-2984	species	0	0	1	0	1
2811390	Sporofaciens	genus	0	0	5	5	18
53378	Mycobacterium paraffinicum	species	0	0	1	2	5
3436707	Neisseria sp. P0008.S010	species	0	0	2	22	1
3079030	Virgibacillus sp. M23	species	0	0	5	8	3
168169	Candidatus Ishikawella capsulata	species	0	0	2	1	0
911240	Pseudomonas sp. CF150	species	0	0	1	0	0
1938802	Paraburkholderia sp. BL23I1N1	species	0	0	2	0	5
2718929	Clostridium sp. K04	species	0	0	2	1	4
3043442	Pseudomonas sp. P5_152	species	0	0	2	1	1
2681547	Microbulbifer sp. SH-1	species	0	0	1	0	3
1644108	Amycolatopsis sp. CFH S0078	species	0	0	1	1	0
3128542	Sphingopyxis sp. CCNWLW253	species	0	0	1	1	0
2370	Xylella	genus	0	0	3	1	2
2606219	Paenibacillus silvestris	species	0	0	2	0	3
1071079	Bacillus sp. SB47	species	0	0	1	0	0
1566189	Pseudomonas sp. NFACC24-1	species	0	0	1	0	0
2305436	Microbacterium sp. K5D	species	0	0	3	0	1
2584638	Eggerthella sp. BIOML-A1	species	0	0	1	0	0
148454	Marinospirillum alkaliphilum	species	0	0	2	2	2
3028082	Streptococcus suivaginalis	species	0	0	3	12	1
2708346	Jeotgalicoccus sp. WY2	species	0	0	3	0	6
2920326	Bacillus cereus group sp. BfR-BA-01382	species	0	0	1	0	0
108028	Arcanobacterium pluranimalium	species	0	0	3	0	1
3072284	Streptomyces sp. P9-A2	species	0	0	1	0	0
3345870	Isoptericola sp. NPDC056578	species	0	0	1	0	0
2998570	Citrobacter sp. W6	species	0	0	1	0	0
3233058	Janibacter sp. RAF52	species	0	0	1	0	1
1678027	Kitasatospora sp. MY 5-36	species	0	0	2	2	0
2124	Metamycoplasma salivarium	species	0	0	1	0	5
1661386	Pseudomonas sp. ARP3	species	0	0	4	0	0
2972466	Tractidigestivibacter montrealensis	species	0	0	3	6	13
2293108	Eubacterium sp. AF36-5BH	species	0	0	3	0	1
1739465	Enterococcus sp. HMSC076E04	species	0	0	1	0	0
2641353	unclassified Oceanisphaera	no rank	0	0	1	0	0
2954702	Heyndrickxia sp. FSL W8-0496	species	0	0	2	1	2
3421946	Facklamia sp. P12955	species	0	0	2	1	3
768	Anaplasma	genus	0	0	1	0	0
1947037	Candidatus Pantoea rara	species	0	0	1	0	0
2831891	Enterobacter sp. JBIWA005	species	0	0	7	1	2
3154756	Streptomyces sp. NPDC052052	species	0	0	1	0	1
1325118	Bradyrhizobium nanningense	species	0	0	1	1	4
3064284	[Mycobacterium] wendilense	species	0	0	7	4	6
3393444	Micromonospora sp. DT53	species	0	0	1	0	0
3161189	Streptococcus jiangjianxini	species	0	0	8	4	1
2804446	Staphylococcus sp. GDB8P25P	species	0	0	6	1	1
3404064	Chryseobacterium sp. S-02	species	0	0	6	2	9
2949990	Clostridium sp. CH2	species	0	0	1	0	0
2547393	Paraburkholderia flava	species	0	0	2	1	2
329163	Chroogloeocystis siderophila	species	0	0	1	1	3
1938747	Burkholderia sp. JKS000303	species	0	0	3	1	1
3373919	Ensifer sp. KUDG1	species	0	0	3	1	0
2991418	Vagococcus intermedius	species	0	0	5	3	1
1673725	Peptoniphilus lacydonensis	species	0	0	1	3	3
1918945	Vibrio spartinae	species	0	0	1	2	4
3066134	Wolbachia endosymbiont (group A) of Longitarsus flavicornis	species	0	0	1	0	0
2070666	Pseudomonas sp. FW306-02-H05-AB	species	0	0	2	0	0
573497	Parafrankia colletiae	species	0	0	2	0	4
3143437	Enterobacter sp. PTB	species	0	0	5	1	0
2587010	Rhizobium sp. BK512	species	0	0	2	0	2
147322	Limnospira indica	species	0	0	1	0	5
3139402	Luteococcus sp. H101	species	0	0	2	0	1
2870760	Klebsiella sp. M621	species	0	0	7	0	0
1452534	Microbacterium sp. Cr-K29	species	0	0	1	0	0
54007	Anaerococcus octavius	species	0	0	1	0	0
554393	Pseudomonas sp. AF76	species	0	0	1	0	0
1914243	Citrobacter europaeus	species	0	0	13	7	4
3153387	Klebsiella sp. JB_Kp035	species	0	0	2	2	0
1544736	Sphaerisporangium aureirubrum	species	0	0	2	2	8
3078264	Pseudomonas sp. C9-3	species	0	0	1	1	2
3106033	Sphingomonas fuzhouensis	species	0	0	2	1	7
1608898	Haemophilus sp. HMSC71H05	species	0	0	3	0	0
3235176	Fredinandcohnia sp. 179-A 10B2 NHS	species	0	0	5	2	11
435912	Vibrio porteresiae	species	0	0	6	1	0
3156468	Peribacillus sp. B2I2	species	0	0	1	0	1
2760929	Pseudoalteromonas sp. SR45-4	species	0	0	3	2	5
157225	Salinicoccus hispanicus	species	0	0	1	0	1
3003618	Lonepinella sp. MS14435	species	0	0	1	12	1
2594946	Bradyrhizobium uaiense	species	0	0	1	2	19
2054604	Klebsiella sp. D-Nf1	species	0	0	1	0	0
54253	Thermosphaera	genus	0	0	1	0	0
1339232	Enterobacter sp. ZOR0014	species	0	0	3	4	1
1215089	Planococcus halocryophilus	species	0	0	2	4	1
1735453	Streptomyces sp. NTH33	species	0	0	2	0	0
2035447	Bradyrhizobium sp. Y36	species	0	0	1	0	5
2913261	Paraburkholderia tagetis	species	0	0	5	0	7
2631489	unclassified Kosmotoga	no rank	0	0	1	0	0
3122405	Micromonospora sp. CPCC 206171	species	0	0	1	0	1
1276110	Paenibacillus pinisoli	species	0	0	1	0	3
2914043	Pseudomonas sp. B14(2022)	species	0	0	1	0	0
2576430	Citrobacter sp. wls621	species	0	0	2	0	1
3145239	Finegoldia dalianensis	species	0	0	2	0	0
2736666	Herbaspirillum sp. C7C2	species	0	0	1	1	0
3416667	Acinetobacter sp. KB005	species	0	0	1	0	0
2855490	Arthrobacter rhizosphaerae	species	0	0	1	0	1
3449223	Roseovarius sp. B08	species	0	0	1	0	0
3035135	Paraburkholderia sp. GAS42	species	0	0	4	0	1
3110921	Aeromonas sp. Lyrl_2	species	0	0	2	1	2
3102786	Halomonas sp. A29	species	0	0	1	0	1
2750967	Bifidobacterium polysaccharolyticum	species	0	0	1	0	2
1566198	Pseudomonas sp. NFACC32-1	species	0	0	1	0	0
46190	Streptosporangium vulgare	species	0	0	1	2	3
3079857	Lactiplantibacillus sp. DA1	species	0	0	1	0	0
2954506	Paenibacillus sp. FSL H3-0469	species	0	0	1	0	0
3240770	Rhizobium sp. 11_C7_N12_5	species	0	0	2	0	0
3023369	Mycolicibacterium sp. TUM20983	species	0	0	1	0	8
2048294	Cryobacterium sp. M91	species	0	0	2	0	0
665944	Klebsiella sp. 4_1_44FAA	species	0	0	3	0	0
2885157	Enterococcus sp. BWT-B8	species	0	0	4	0	1
427683	Methylobacterium platani	species	0	0	4	2	6
2498703	Streptomyces sp. GB4-14	species	0	0	1	0	0
1352348	Allosalinactinospora lopnorensis	species	0	0	1	0	12
2995702	Actinacidiphila	genus	0	0	2	0	3
2759681	Cetobacterium sp. 8H	species	0	0	2	2	3
3374264	Citrobacter freundii complex sp. 2024EL-00228	species	0	0	1	0	0
1902	Streptomyces coelicolor	species	0	0	3	0	1
2604832	Metapseudomonas lalkuanensis	species	0	0	1	1	1
2093833	Neorhizobium sp. T6_25	species	0	0	3	0	1
3238982	Mycobacterium sp. pUA109	species	0	0	6	4	24
2770504	Gulosibacter hominis	species	0	0	6	2	2
999141	Halomonas sp. TD01	species	0	0	1	1	0
2603820	Methanothermobacter sp. KEPCO-1	species	0	0	2	0	2
2975641	Streptomyces sp. NBC_00075	species	0	0	4	0	0
2755062	Pseudoalteromonas sp. bablab_jr011	species	0	0	1	4	0
416872	Halomonas saccharevitans	species	0	0	1	0	3
359132	Bifidobacterium sp. A24	species	0	0	2	4	3
1507	Clostridium sp. ATCC 29733	species	0	0	3	0	1
2830647	Neisseria blantyrii	species	0	0	1	2	0
3154941	Streptomyces sp. NPDC051453	species	0	0	5	0	0
2849642	Helicobacter gastrofelis	species	0	0	1	0	0
1798806	Candidatus Nitrosocosmicus franklandianus	species	0	0	1	1	3
