	ALB.17_ERR1713331_db11.ganon_report.tre	AUS.18_ERR1713332_db11.ganon_report.tre	AUS.18a_ERR1713333_db11.ganon_report.tre	AUT.70_ERR1713334_db11.ganon_report.tre	BGR.66_ERR1713335_db11.ganon_report.tre	BRA.53_ERR1713336_db11.ganon_report.tre	BRA.53a_ERR1713337_db11.ganon_report.tre	BWA.19_ERR1713338_db11.ganon_report.tre	CAN.22_ERR1713339_db11.ganon_report.tre	CAN.22a_ERR1713340_db11.ganon_report.tre	CAN.22b_ERR1713341_db11.ganon_report.tre	CAN.22c_ERR1713342_db11.ganon_report.tre	CHE.67_ERR1713343_db11.ganon_report.tre	CHN.64_ERR1713344_db11.ganon_report.tre	CIV.13_ERR1713345_db11.ganon_report.tre	COL.2_ERR1713346_db11.ganon_report.tre	CZE.23_ERR1713347_db11.ganon_report.tre	DEU.27_ERR1713348_db11.ganon_report.tre	DNK.71_RA_ERR1713349_db11.ganon_report.tre	DNK.71_RD_ERR1713350_db11.ganon_report.tre	DNK.71_RL_ERR1713351_db11.ganon_report.tre	ECU.14_ERR1713352_db11.ganon_report.tre	ECU.14a_ERR1713353_db11.ganon_report.tre	ESP.75_ERR1713354_db11.ganon_report.tre	ETH.24_ERR1713355_db11.ganon_report.tre	FIN.25_ERR1713356_db11.ganon_report.tre	GEO.59_ERR1713357_db11.ganon_report.tre	GHA.4_ERR1713358_db11.ganon_report.tre	HRV.68_ERR1713360_db11.ganon_report.tre	HUN.61_ERR1713361_db11.ganon_report.tre	IND.11_ERR1713362_db11.ganon_report.tre	IRL.69_ERR1713363_db11.ganon_report.tre	IRN.12_ERR1713364_db11.ganon_report.tre	ISL.28_ERR1713365_db11.ganon_report.tre	ISR.29_ERR1713366_db11.ganon_report.tre	ITA.30_ERR1713367_db11.ganon_report.tre	KAZ.6_ERR1713368_db11.ganon_report.tre	KEN.72_ERR1713369_db11.ganon_report.tre	KHM.21_ERR1713370_db11.ganon_report.tre	LKA.40_ERR1713371_db11.ganon_report.tre	LUX.32_ERR1713372_db11.ganon_report.tre	LVA.31_ERR1713373_db11.ganon_report.tre	MDA.65_ERR1713374_db11.ganon_report.tre	MKD.62_ERR1713375_db11.ganon_report.tre	MLT.63_ERR1713376_db11.ganon_report.tre	MYS.54_ERR1713377_db11.ganon_report.tre	NGA.50_ERR1713378_db11.ganon_report.tre	NLD.43_ERR1713379_db11.ganon_report.tre	NOR.34_ERR1713380_db11.ganon_report.tre	NPL.33_ERR1713381_db11.ganon_report.tre	NZL.56_ERR1713382_db11.ganon_report.tre	PAK.7_ERR1713384_db11.ganon_report.tre	PER.35_ERR1713385_db11.ganon_report.tre	POL.36_ERR1713383_db11.ganon_report.tre	SEN.8_ERR1713386_db11.ganon_report.tre	SGP.52_ERR1713387_db11.ganon_report.tre	SRB.37_ERR1713388_db11.ganon_report.tre	SVK.9_ERR1713389_db11.ganon_report.tre	SVN.38_ERR1713390_db11.ganon_report.tre	SWE.41_ERR1713391_db11.ganon_report.tre	SWE.41a_ERR1713392_db11.ganon_report.tre	TCD.1_ERR1713393_db11.ganon_report.tre	TGO.44_ERR1713394_db11.ganon_report.tre	TUR.46_ERR1713395_db11.ganon_report.tre	TZA.15_ERR1713396_db11.ganon_report.tre	USA.74_ERR1713397_db11.ganon_report.tre	USA.74a_ERR1713398_db11.ganon_report.tre	USA.74b_ERR1713399_db11.ganon_report.tre	USA.74c_ERR1713400_db11.ganon_report.tre	USA.74d_ERR1713401_db11.ganon_report.tre	USA.74e_ERR1713402_db11.ganon_report.tre	USA.74f_ERR1713403_db11.ganon_report.tre	USA.74g_ERR1713404_db11.ganon_report.tre	USA.74h_ERR1713405_db11.ganon_report.tre	USA.74i_ERR1713406_db11.ganon_report.tre	VNM.48_ERR1713407_db11.ganon_report.tre	XK.60_ERR1713408_db11.ganon_report.tre	ZAF.39_ERR1713409_db11.ganon_report.tre	ZMB.49_ERR1713410_db11.ganon_report.tre	ZMB.49b_ERR1713411_db11.ganon_report.tre
Roseicyclus	8	1	1	1	0	0	0	0	0	0	0	1	0	2	0	0	2	0	1	3	0	0	1	0	0	0	0	0	1	0	0	5	1	5	0	3	5	0	0	0	3	1	0	0	0	3	0	1	2	0	0	1	0	0	0	0	2	0	2	3	3	0	19	0	0	1	1	0	0	0	0	3	1	0	6	4	2	0	0	0
Carboxydichorda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Geochorda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Microcella	102	3	5	23	19	6	20	11	7	4	13	231	17	21	50	39	26	21	77	85	36	63	24	10	41	71	0	34	48	7	12	43	7	7	0	22	11	34	32	2	122	16	8	8	5	8	15	0	10	837	7	65	2	11	25	7	99	22	23	66	28	0	98	9	25	14	34	9	4	36	9	5	1	52	291	4	66	7	27	3
Utexia	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Halosquirtibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pendulispora	3	0	0	0	0	5	14	0	0	0	1	2	0	39	4	2	1	1	2	2	1	2	60	4	27	2	0	4	0	0	9	9	1	0	1	2	0	22	5	1	6	0	11	1	0	2	3	8	3	51	0	25	20	0	14	1	0	2	8	0	4	0	0	0	3	17	3	11	0	2	4	0	0	20	2	0	37	2	15	2
Fidelibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parasalinivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Xanthomonas	288	129	41	403	237	154	154	150	73	39	167	1014	256	449	436	59	577	332	2420	926	433	182	116	199	332	221	3297	276	205	72	203	1019	131	116	34	389	228	656	181	2098	2032	136	135	209	129	133	371	37	1069	122	636	352	409	282	250	176	208	279	387	746	579	7	118	808	315	277	138	104	164	373	120	59	25	696	313	640	412	207	765	200
Alterisphingorhabdus (ex Yan et al. 2024)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Methyloraptor	0	4	2	0	0	4	3	1	0	0	1	29	0	4	0	0	0	0	3	1	3	0	0	0	0	1	0	0	0	2	2	0	2	0	0	0	1	0	2	0	3	0	1	0	2	2	0	0	1	2	1	0	1	1	1	6	2	0	1	4	2	0	0	0	75	4	4	0	2	25	5	0	0	5	3	8	6	6	0	0
Noviluteimonas	0	2	1	6	9	7	9	11	0	0	4	0	8	52	12	0	3	12	9	12	4	0	9	1	0	20	0	1	6	0	2	0	0	0	0	1	4	7	19	1	8	3	5	0	1	19	11	1	4	1	2	34	19	6	7	32	7	6	1	14	0	0	1	0	15	5	1	0	5	0	0	5	0	4	4	4	0	5	16	8
Solilutibacter	453	303	119	586	1918	145	318	571	187	63	252	894	267	1144	1628	175	3581	589	400	894	318	231	400	323	473	1301	38	527	288	62	717	320	233	625	41	248	867	1385	2828	272	2037	815	319	222	342	320	4294	21	864	1242	289	1162	378	662	480	490	307	1278	1199	1471	1305	11	50	35	521	644	210	174	225	239	221	136	51	1359	1557	1197	513	246	415	277
Agrilutibacter	3	8	0	10	14	3	3	5	1	0	4	8	18	26	7	0	5	14	54	25	12	9	2	12	2	7	0	5	1	2	9	6	4	6	0	8	2	7	11	3	13	6	2	12	2	10	20	2	4	6	9	16	1	13	7	21	4	4	9	14	14	1	7	0	3	18	2	8	5	9	1	3	0	6	15	16	3	2	10	5
Marilutibacter	5	4	2	10	2	7	14	10	2	0	1	3	9	11	11	0	4	17	21	16	13	1	7	1	12	6	1	14	5	0	12	2	1	3	0	9	4	13	14	4	16	5	7	6	8	4	26	1	3	3	4	31	18	9	6	9	9	13	15	11	13	0	4	0	11	8	2	2	2	3	1	1	0	7	3	15	9	11	15	17
Novilysobacter	21	3	1	38	23	0	6	17	0	1	4	20	9	11	26	67	32	25	53	57	31	54	4	9	74	20	0	9	26	1	14	18	18	3	5	14	21	204	11	2	27	17	9	10	57	3	23	1	6	308	8	44	135	28	61	3	35	31	46	37	16	1	3	16	14	24	5	12	4	17	10	4	5	35	29	7	31	15	25	30
Halovalidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turneriella	1	0	1	1	0	0	6	1	0	0	0	22	0	345	1	0	15	6	0	6	6	0	2	0	0	0	1	0	1	9	3	1	0	2	14	92	0	1	0	1	8	0	1	0	1	1	0	17	0	0	2	1	1	0	0	20	0	1	13	13	11	0	0	2	8	95	1	50	1	4	0	0	2	2	513	0	0	0	4	0
Sediminicurvatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polymorphospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Contubernalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Coriobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agromyces	9	1	0	2	0	2	9	0	0	0	1	7	0	0	2	1	2	1	3	2	0	1	3	0	0	2	2	2	1	0	1	8	0	0	0	1	1	0	4	0	2	1	0	0	0	2	2	0	0	6	3	5	0	2	0	1	2	0	2	2	6	0	6	0	3	0	1	0	1	5	4	2	1	5	10	4	2	2	3	3
Microbacterium	36865	806	449	7103	2541	520	1374	1308	422	562	3009	27334	2121	1242	2471	1115	6295	2690	4953	10647	3892	5850	1647	2712	2220	4547	427	1616	4910	736	2213	25610	1582	1358	420	2145	3595	1759	3009	888	25399	1100	1841	2470	481	1249	2961	174	3208	9652	4268	3630	1331	5415	1738	974	3829	5193	7401	7156	5669	41	565	5922	769	5408	11070	634	1811	8504	2077	919	223	9437	3052	888	11540	2016	1900	602
Rathayibacter	10	1	0	5	0	0	0	0	1	0	0	33	0	0	1	0	1	1	5	3	4	2	0	0	1	4	0	1	1	0	0	6	0	0	0	0	0	2	0	0	7	4	0	0	0	0	0	0	1	8	11	0	1	3	1	0	12	30	8	0	4	0	0	5	1	3	1	13	0	8	0	0	0	5	1	0	2	0	0	0
Bengtsoniella	18	1	6	11	6	3	13	4	0	0	3	2	4	3	16	9	4	5	11	45	25	0	5	1	17	2	0	1	1	0	20	7	4	5	0	3	4	28	0	2	17	9	11	8	5	3	11	1	6	38	1	27	27	13	4	2	11	5	17	27	14	0	18	1	32	10	16	0	5	3	3	0	2	14	10	0	14	16	15	7
Anoxybacteroides	0	0	32	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	25	0	0	0	0	0	0	241	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Mycovorax	74	11	13	52	62	7	4	3	2	3	6	19	30	51	54	4	48	24	91	83	38	238	5	8	33	49	18	5	14	3	8	177	60	50	2	138	154	34	0	3	56	12	52	46	31	5	8	16	61	9	53	28	14	34	4	7	70	37	70	132	82	1	38	209	52	17	8	11	9	13	11	4	7	28	192	61	45	6	2	5
Thermaerobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Phytoplasma	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Owariibacterium	506	73	133	1339	241	260	134	152	26	28	339	581	312	131	96	274	522	245	934	2228	1113	93	277	257	354	818	10	9	195	105	374	697	316	205	175	312	313	196	138	60	1321	288	280	835	423	471	200	15	414	498	136	330	540	688	142	153	1006	595	1999	1811	848	4	41	13	355	686	690	87	653	983	400	100	120	1129	629	13	1320	714	625	300
Acetobacterium	345	76	279	155	106	161	172	298	149	46	712	1708	152	85	181	423	860	767	1456	1681	1304	41	41	879	597	1521	17	259	514	78	78	79	77	78	38	327	356	1243	620	20	246	232	209	347	149	154	110	64	116	4447	605	425	52	848	94	623	606	287	3207	2338	267	3	970	24	111	1233	121	289	2389	1681	991	403	307	6674	757	27	609	310	715	51
Melissococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Acidobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Kineococcus	0	0	2	0	0	0	0	0	1	0	0	1	0	1	2	2	1	0	0	2	1	2	1	1	0	0	0	9	0	0	1	0	0	0	0	0	0	2	0	0	4	1	0	1	0	0	1	0	0	3	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	2	0
Luteococcus	1	0	1	0	0	2	1	0	1	2	64	38	0	2	2	0	4	0	6	8	0	1	0	68	2	11	0	3	1	0	0	1	0	2	0	0	25	4	0	0	0	0	2	0	0	0	0	0	6	62	2	1	0	1	4	1	1	0	0	12	10	0	1	0	2	24	6	19	2	44	0	0	0	72	0	0	4	1	1	0
Exiguobacterium	73	18	64	46	14	52	99	14	9	11	220	1566	20	40	178	46	63	51	328	484	210	91	471	146	115	131	565	262	73	18	70	41	28	55	10	49	115	183	88	15	127	42	2247	49	37	36	31	9	26	461	58	174	149	97	27	15	93	67	344	666	198	300	4173	18	215	78	385	40	43	135	57	8	17	229	90	243	440	45	230	29
Thalassobellus	0	1	0	0	0	0	1	0	0	0	1	1	1	3	1	0	0	0	17	1	1	6	0	0	3	1	0	52	0	1	1	0	3	0	0	1	5	0	0	0	2	0	1	2	4	0	2	1	0	0	1	7	2	1	1	1	0	1	2	3	0	0	92	2	0	0	4	0	0	1	0	0	0	5	0	1	2	1	4	0
Allotamlana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudotamlana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodovulum	1	1	1	3	1	0	0	0	0	0	1	3	0	1	1	0	2	0	5	2	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	2	2	0	2	0	0	1	1	0	2	1	3	1	1	2	0	6	1	2	0	2	0	1	1	0	0	0	0	1	0	0	1	0	1	1	2	3	0
Liberibacter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella	44821	2359	589	2111	1147	1605	123	1503	406	392	4817	1380	202	450	1102	1188	2377	1338	3875	1155	640	112457	1194	2968	2412	1977	2294	1235	144	15	1594	4790	708	1354	741	2328	1799	162	1493	2117263	2184	2007	3160	228	2986	82	57	42	1542	1670	4529	1657	2217	3022	9825	505	2150	1403	1785	428	682	1185	57	21734	1453	388	3147	408	1796	3660	1073	278	246	2553	877	30954	304	2691	145	138
Limibacterium	2	0	0	0	0	0	4	2	0	0	1	4	0	4	10	5	1	4	6	4	6	1	2	3	2	2	0	475	1	2	12	3	2	0	1	5	5	7	2	1	2	5	0	5	28	0	10	37	0	3	0	25	1	8	7	2	1	23	3	22	7	1	679	2	3	2	0	1	1	0	1	1	5	6	4	1	2	2	4	1
Candidiatus Paracoxiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kolteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cycloclasticus	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	3	3	1	0	0	3	4	1	1	0	0	0	0	1	1	0	0	0	10	2	0	0	5	1	0	0	0	1	0	2	1	1	0	0	0	0	0	0	2	0	0	0	0	0	2	3	0	6	1	7	4	1	0	0	0	5	0	3	0	0	0	1
Telluria	0	0	1	1	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	2	0	5	0	0	0	0
Variovorax	3196	1936	381	2254	2835	2254	1351	1322	313	136	1636	6371	1992	988	2252	93	1812	1576	7510	7242	2790	4233	376	1800	2709	2673	1016	2026	2620	288	291	3645	2719	1192	111	5483	2934	2567	330	102	12940	942	2009	2641	592	972	1345	248	3206	424	2308	898	1134	1113	807	2044	3562	3565	2973	4941	3552	18	1135	2514	1088	2453	1021	761	1346	1776	1274	303	183	7010	4721	937	5239	1292	2108	1799
Riemerella	9	143	19	20	116	65	19	2	12	1	72	27	15	79	47	2	70	9	27	42	18	138	9	40	21	56	5	4	46	1	106	10	162	70	6	66	254	218	4	13	11	33	31	22	21	49	9	2	36	30	120	48	9	27	9	97	37	16	17	70	58	1	43	44	410	84	19	15	19	32	58	7	3	78	25	112	7	16	62	48
Anoxybacterium	3	7	1	5	12	2	107	7	2	0	5	6	1	35	5	5	4	1	25	16	9	1	8	15	20	24	0	98	15	3	49	4	11	5	0	30	28	24	12	0	4	9	6	10	17	2	1	0	6	22	1	20	8	8	3	7	2	29	33	27	12	0	534	0	18	12	4	7	12	15	7	3	5	68	3	5	7	17	17	12
Simkania	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	33	18	26	0	0	0	0	25	2	0	0	3	0	0	1	0	0	0	6	0	3	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
Blattabacterium	0	0	0	0	0	7	6	0	0	0	0	0	1	25	3	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	72	0	6	0	0	0	0	0	8	3	0	0	2	0	8	9	0	1	0	0	0	0	0	0	0	8	1	17	53	1	0	0	0	0	0	4	0	1	0	2	0	20	2
Muricoccus	0	1	0	0	0	4	3	0	0	0	1	1	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1
Sphaerotilus	2517	110193	2188	1251	5108	41619	1227	1374	413	433	2152	3521	1669	28011	66217	830	2070	1648	5419	5193	4969	5518	5811	4366	15736	43125	405	2879	6120	251	6216	2925	5341	1674967	524	34010	13147	57565	869	2322	12233	2823	2893	2036	628	126996	603	344	9246	1403	5482	30875	4522	3304	1138	63640	6380	2454	4657	13387	12183	279	988	1103	309158	4260	1001	966	10265	17669	5528	463	1214	7201	11468	987	2460	3211	29980	7629
Streptobacillus	75	7	17	20	9	16	1	8	12	3	80	150	16	5	24	4	323	14	106	238	41	28	0	86	260	62	0	2	62	0	3	18	19	13	5	35	89	34	163	0	12	8	60	58	5	0	5	0	14	10	43	26	38	21	11	5	13	5	20	53	13	0	3	4	31	66	17	21	38	71	29	3	2	164	10	2	31	67	9	23
Marinicellulosiphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminirod	0	0	0	0	1	1	3	7	1	1	0	2	0	2	5	3	0	1	12	1	4	0	1	1	1	0	2	2	0	0	3	0	1	0	0	1	4	9	10	0	6	0	0	1	20	5	13	5	0	0	3	18	0	1	11	7	0	5	0	3	1	0	2538	0	1	1	0	11	7	2	7	1	0	40	2	2	1	2	0	2
Parelusimicrobium	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Ammonicoccus	57	43	5	290	4	30	44	17	19	2	3	203	10	70	75	24	249	87	49	112	546	36	132	43	80	289	3	32	19	35	30	23	30	2	12	345	102	95	38	8	487	90	159	136	25	32	142	4	7	273	10	159	157	181	128	32	27	186	594	87	10	0	0	5	62	142	50	28	115	112	106	1	27	271	232	8	35	80	29	14
Microaceticoccus	0	0	5	1	1	1	0	0	0	0	6	0	0	1	38	5	0	1	5	3	4	0	3	0	8	4	0	3	3	20	1	2	1	0	0	1	1	9	12	0	0	1	0	0	7	0	8	0	1	59	0	12	1	2	58	0	1	2	24	7	1	0	2	0	2	1	1	1	5	3	0	0	2	5	4	0	0	2	1	0
Imbroritus	32	34	7	95	44	43	30	20	2	1	31	332	54	34	79	1	65	49	70	134	50	16	6	26	612	106	3	77	29	12	43	108	19	40	3	37	59	58	26	181	231	21	32	43	8	17	43	1	101	16	23	37	19	52	19	38	52	53	119	198	82	1	311	11	69	73	33	370	30	64	27	14	1	150	30	76	89	26	26	20
Alterirhizorhabdus	0	1	0	0	2	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	2	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0
Nerthusvirus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Hinxtonvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Norfolkplacevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spinunavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adrianbuildvirus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
